name,company,image,for_gender,rating,number_votes,main_accords,description,top notes,middle notes,base notes,season,longevity,sillage,gender_vote,price value,price
Oud Satin Mood,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.30352.jpg,for women and men,4.28,2139,"['vanilla', 'rose', 'oud', 'powdery', 'amber', 'violet', 'floral', 'warm spicy', 'balsamic']","Oud Satin Mood by Maison Francis Kurkdjian is a Oriental Woody fragrance for women and men. Oud Satin Mood was launched in 2015. The nose behind this fragrance is Francis Kurkdjian.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Bulgarian Rose', 'Turkish Rose', 'Vanilla', 'Agarwood (Oud)', 'Benzoin', 'Violet']",[],winter,"{'very weak': 54, 'weak': 55, 'moderate': 118, 'long lasting': 260, 'eternal': 497}","{'intimate': 99, 'moderate': 266, 'strong': 516, 'enormous': 442}","{'female': 45, 'more female': 61, 'unisex': 105, 'more male': 9, 'male': 4}","{'way overpriced': 39, 'overpriced': 63, 'ok': 62, 'good value': 21, 'great value': 3}",300
XJ 1861 Naxos,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.30529.jpg,for women and men,4.48,1731,"['sweet', 'vanilla', 'honey', 'tobacco', 'lavender', 'aromatic', 'citrus', 'amber', 'warm spicy', 'floral']","XJ 1861 Naxos by Xerjoff is a Aromatic Spicy fragrance for women and men. XJ 1861 Naxos was launched in 2015. Top notes are Lavender, Bergamot and Lemon; middle notes are Honey, Cinnamon, Cashmeran and Jasmine Sambac; base notes are Tobacco Leaf, Tonka Bean and Vanilla. At perfume exhibition in Milan - Esxence 2015, Xerjoff presented for the first time his collection of three perfumes dedicated to 150th anniversary of unification of Italy and is inspired by wealth, beauty and heritage that this country possesses. The collection of XJ 1861 encompasses three fragrances XJ 1861 Renaissance, XJ 1861 Zefiro and XJ 1861 Naxos each of which provides a part of beautiful Italy: Renaissance celebrates this period in Italy, Naxos Sicily, while Zefiro celebrates eternal Rome!
XJ 1861 Naxos celebrates Sicily and its beauty, and accentuates its Mediterranean character with the composition. Citruses in top notes pose contrast to precious spices suggesting wealth of a unified country, its conquests and dominance. Composition of Naxos opens with classic, airy and fruity citrus notes of bergamot and lemon surrounded with gentle and calming lavender shades. The heart blends sambac jasmine with cinnamon, cashmeran and honey, whose romantic trail is enriched with masculine accords of tobacco and tonka from the base. Vanilla creates a soft and sensual veil by touching flowers, fruit and tobacco leaves. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Lavender', 'Bergamot', 'Lemon']","['Honey', 'Cinnamon', 'Cashmeran', 'Jasmine Sambac']","['Tobacco Leaf', 'Tonka Bean', 'Vanilla']",fall and winter,"{'very weak': 62, 'weak': 34, 'moderate': 82, 'long lasting': 270, 'eternal': 388}","{'intimate': 82, 'moderate': 254, 'strong': 495, 'enormous': 374}","{'female': 2, 'more female': 13, 'unisex': 85, 'more male': 97, 'male': 33}","{'way overpriced': 17, 'overpriced': 52, 'ok': 96, 'good value': 28, 'great value': 16}",300
Kirke,Tiziana Terenzi,https://fimgs.net/mdimg/perfume/375x500.32172.jpg,for women and men,3.59,1762,"['fruity', 'sweet', 'musky', 'powdery', 'fresh', 'tropical']","Kirke by Tiziana Terenzi is a Chypre Fruity fragrance for women and men. Kirke was launched in 2015. The nose behind this fragrance is Paolo Terenzi. Top notes are Passionfruit, Peach, Pear, Raspberry, Cassis and Sand; middle note is Lily-of-the-Valley; base notes are Musk, Vanilla, Sandalwood, Patchouli and Heliotrope.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Passionfruit', 'Peach', 'Pear', 'Raspberry', 'Cassis', 'Sand']",['Lily-of-the-Valley'],"['Musk', 'Vanilla', 'Sandalwood', 'Patchouli', 'Heliotrope']",summer,"{'very weak': 46, 'weak': 53, 'moderate': 89, 'long lasting': 208, 'eternal': 500}","{'intimate': 101, 'moderate': 223, 'strong': 388, 'enormous': 630}","{'female': 94, 'more female': 43, 'unisex': 86, 'more male': 1, 'male': 5}","{'way overpriced': 43, 'overpriced': 42, 'ok': 80, 'good value': 23, 'great value': 8}",300
Valentino Donna,Valentino,https://fimgs.net/mdimg/perfume/375x500.31411.jpg,for women,4.08,2817,"['iris', 'rose', 'powdery', 'vanilla', 'leather', 'earthy', 'patchouli', 'woody', 'violet', 'floral']","Valentino Donna by Valentino is a Oriental Floral fragrance for women. Valentino Donna was launched in 2015. Valentino Donna was created by Sonia Constant and Antoine Maisondieu. Top note is Bergamot; middle notes are iris and Bulgarian Rose; base notes are Vanilla, Leather and Patchouli. After the Valentino Uomo fragrance from 2014, Valentino presents its feminine version Valentino Donna, that comes out in the fall of 2015. The fragrance is announced as a smooth chypre - floral. It contains accords of Italian bergamot, Bulgarian rose, iris absolute, patchouli, leather and vanilla. It is available as Eau de Parfum in a bottle design that reminds of the masculine version (studded heavy glass), only in pink color. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",['Bergamot'],"['iris', 'Bulgarian Rose']","['Vanilla', 'Leather', 'Patchouli']",fall,"{'very weak': 69, 'weak': 109, 'moderate': 313, 'long lasting': 286, 'eternal': 114}","{'intimate': 192, 'moderate': 518, 'strong': 285, 'enormous': 287}","{'female': 91, 'more female': 13, 'unisex': 4, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 23, 'ok': 42, 'good value': 11, 'great value': 4}",300
Icon,Alfred Dunhill,https://fimgs.net/mdimg/perfume/375x500.29229.jpg,for men,4.22,2104,"['aromatic', 'fresh spicy', 'citrus', 'woody', 'warm spicy', 'white floral', 'lavender', 'earthy', 'green', 'floral']","Icon by Alfred Dunhill is a Woody Aromatic fragrance for men. Icon was launched in 2015. The nose behind this fragrance is Carlos Benaim. Top notes are Neroli, Bergamot, Black Pepper and Petitgrain; middle notes are Black Pepper, Lavender, Cardamom, Juniper Berries and Sage; base notes are Vetiver, Oakmoss, Agarwood (Oud), iris and Leather. British fashion house Dunhill, under the new creative director John Ray, is launching a new fragrance for men in early 2015. The fragrance is named Icon, created by perfumer Carlos Benaim, who describes it:

""Icon is the perfect expression of natural refinement, a translation of the luxurious and classic heritage of the Dunhill house, with, what's more, a touch of modernity .... The man who will wear Icon is a masculine and sophisticated gentleman.""

The composition is aromatic-woody with an opening of fresh bergamot and neroli absolute. Its heart includes spicy and aromatic notes of black pepper, lavender and cardamom, leaning on a woody base of smoky oud, vetiver, leather and oak moss.

Andrew Cooper is the face of the campaign, shot by Annie Leibovitz. The fragrance comes in heavy metal bottle as 50 and 100 ml Eau de Toilette. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Neroli', 'Bergamot', 'Black Pepper', 'Petitgrain']","['Black Pepper', 'Lavender', 'Cardamom', 'Juniper Berries', 'Sage']","['Vetiver', 'Oakmoss', 'Agarwood (Oud)', 'iris', 'Leather']",spring,"{'very weak': 82, 'weak': 118, 'moderate': 463, 'long lasting': 402, 'eternal': 77}","{'intimate': 192, 'moderate': 718, 'strong': 345, 'enormous': 186}","{'female': 0, 'more female': 0, 'unisex': 13, 'more male': 49, 'male': 91}","{'way overpriced': 3, 'overpriced': 7, 'ok': 27, 'good value': 78, 'great value': 22}",300
Chanel No 5 Eau Premiere (2015),Chanel,https://fimgs.net/mdimg/perfume/375x500.31172.jpg,for women,4.36,2764,"['aldehydic', 'woody', 'fresh', 'yellow floral', 'white floral', 'vanilla', 'sweet', 'powdery', 'floral', 'rose']","Chanel No 5 Eau Premiere (2015) by Chanel is a Floral Aldehyde fragrance for women. Chanel No 5 Eau Premiere (2015) was launched in 2015. The nose behind this fragrance is Jacques Polge. Top notes are Aldehydes, Ylang-Ylang and Neroli; middle notes are Jasmine and Rose; base notes are Vanilla, Sandalwood and Vetiver. ""Modern, airy interpretation of No5... Silky-smooth harmony of notes that reveals delicate aspects of the fragrance of nowadays and future""—ChanelAs a limited edition presented on website Chanel.com, CHANEL NO 5 EAU PREMIERE arrives in a new flacon with an outer carton for which you can select the graphic design in 10 different versions. The new edition was introduced just before Summer 2015.It features campaign ""The One That I Want"" which was launched for Chanel No5 edition together with an advertising movie with Baz Luhrmann and beautiful Gisele Bündchen. In the new Chanel movie Lo-Fang (also known as Matthew Hemerlein) participates with his voice, singing the acoustic version of the popular song ""The One That I Want"" from Grease.Chanel No5 Eau Premiere is a younger and more modern version of timeless Chanel No5. Its scent is airier and the color of its liquid is lighter. The composition encompasses luminous, sunny and fluffy notes which refresh the floral heart resting on a fine, soft, creamy base. No5 Eau Premiere takes the floral notes of the No5 edition (jasmine from Grasse fields, owned by Chanel, rose absolute, ylang-ylang from Comoro islands, neroli) refreshed with aldehydes and accompanied with sandalwood, vanilla and vetiver. The perfumer is Jacques Polge. The first No5 Eau Premiere edition was presented in a 125 ml flacon, back in 2007. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Aldehydes', 'Ylang-Ylang', 'Neroli']","['Jasmine', 'Rose']","['Vanilla', 'Sandalwood', 'Vetiver']",spring,"{'very weak': 52, 'weak': 91, 'moderate': 235, 'long lasting': 254, 'eternal': 122}","{'intimate': 171, 'moderate': 412, 'strong': 237, 'enormous': 211}","{'female': 70, 'more female': 21, 'unisex': 12, 'more male': 0, 'male': 2}","{'way overpriced': 9, 'overpriced': 18, 'ok': 57, 'good value': 7, 'great value': 3}",300
Love and Tears,By Kilian,https://fimgs.net/mdimg/perfume/375x500.9951.jpg,for women and men,3.72,648,"['white floral', 'green', 'yellow floral', 'citrus', 'fresh', 'floral']","Love and Tears by By Kilian is a Floral fragrance for women and men. Love and Tears was launched in 2010. The nose behind this fragrance is Calice Becker. Top notes are Petitgrain, Bergamot, Galbanum and Lavender; middle notes are Jasmine, Water Jasmine, Lily-of-the-Valley, Narcissus, Orange Blossom and Ylang-Ylang; base notes are Oakmoss, Cedar and Styrax.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Petitgrain', 'Bergamot', 'Galbanum', 'Lavender']","['Jasmine', 'Water Jasmine', 'Lily-of-the-Valley', 'Narcissus', 'Orange Blossom', 'Ylang-Ylang']","['Oakmoss', 'Cedar', 'Styrax']",spring,"{'very weak': 10, 'weak': 16, 'moderate': 45, 'long lasting': 50, 'eternal': 21}","{'intimate': 28, 'moderate': 81, 'strong': 70, 'enormous': 56}","{'female': 7, 'more female': 2, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 4, 'ok': 3, 'good value': 1, 'great value': 0}",300
Fantasy,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.600.jpg,for women,3.93,9532,"['sweet', 'fruity', 'tropical', 'fresh', 'chocolate']","Fantasy by Britney Spears is a Floral Fruity Gourmand fragrance for women. Fantasy was launched in 2005. The nose behind this fragrance is James Krivda. Top notes are Kiwi, Red Litchi and Quince; middle notes are White Chocolate, Cupcake, Orchid and Jasmine; base notes are Musk, Woodsy Notes and Orris Root. Fantasy is the second fragrance by Britney Spears, and was launched in 2005. This is a love potion locked up in an attractive bottle adorned with Swarovski crystals. Fantasy is a sensual and gourmand scent. It opens with fruity mix of litchi, golden quince and kiwi. The provocative heart is composed of jasmine and white chocolate. The base combines orris root, musk and woods. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Kiwi', 'Red Litchi', 'Quince']","['White Chocolate', 'Cupcake', 'Orchid', 'Jasmine']","['Musk', 'Woodsy Notes', 'Orris Root']",winter,"{'very weak': 108, 'weak': 179, 'moderate': 695, 'long lasting': 1160, 'eternal': 509}","{'intimate': 252, 'moderate': 994, 'strong': 1172, 'enormous': 503}","{'female': 194, 'more female': 20, 'unisex': 13, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 5, 'ok': 38, 'good value': 81, 'great value': 104}",300
Olympéa Aqua Eau de Parfum Légère,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.48759.jpg,for women,3.93,455,"['white floral', 'citrus', 'vanilla', 'salty', 'amber', 'floral', 'sweet', 'aldehydic', 'balsamic', 'marine']","Olympéa Aqua Eau de Parfum Légère by Paco Rabanne is a Floral Aquatic fragrance for women. Olympéa Aqua Eau de Parfum Légère was launched in 2018. Olympéa Aqua Eau de Parfum Légère was created by Loc Dong and Fanny Bal. Top notes are Clementine and Lemon Blossom; middle notes are Water Jasmine, Solar notes and Water Lily; base notes are Salt, Vanilla, Ambergris and Cashmere Wood.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Clementine', 'Lemon Blossom']","['Water Jasmine', 'Solar notes', 'Water Lily']","['Salt', 'Vanilla', 'Ambergris', 'Cashmere Wood']",spring,"{'very weak': 16, 'weak': 18, 'moderate': 75, 'long lasting': 77, 'eternal': 34}","{'intimate': 42, 'moderate': 115, 'strong': 105, 'enormous': 73}","{'female': 33, 'more female': 4, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 6, 'ok': 16, 'good value': 14, 'great value': 0}",300
Good Girl,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.39681.jpg,for women,3.77,6703,"['white floral', 'warm spicy', 'sweet', 'vanilla', 'cacao', 'tuberose', 'amber', 'almond', 'woody', 'powdery']","Good Girl by Carolina Herrera is a Oriental Floral fragrance for women. Good Girl was launched in 2016. The nose behind this fragrance is Louise Turner. Top notes are Almond, Coffee, Bergamot and Lemon; middle notes are Tuberose, Jasmine Sambac, Orris, Orange Blossom and Bulgarian Rose; base notes are Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Musk, Cashmere Wood, Patchouli, Cinnamon and Cedar. Carolina Herrera announces the release of a new women's fragrance in September 2016. The new, sexy oriental fragrance is ironically named Good Girl with the message ""It's so good to be bad!"" (#goodtobebad).Good Girl promises an innovative and addictive combination of tuberose and roasted tonka bean, which represents the duality of a woman’s character. A floral wave of white Sambac jasmine and tuberose is placed in contrast with the mysterious and deep notes of tonka bean and cocoa.The face of the perfume is model Karlie Kloss. The fragrance comes in an elegant black stiletto shaped bottle as a 50 and 80 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Almond', 'Coffee', 'Bergamot', 'Lemon']","['Tuberose', 'Jasmine Sambac', 'Orris', 'Orange Blossom', 'Bulgarian Rose']","['Tonka Bean', 'Cacao', 'Vanilla', 'Praline', 'Sandalwood', 'Amber', 'Musk', 'Cashmere Wood', 'Patchouli', 'Cinnamon', 'Cedar']",winter,"{'very weak': 131, 'weak': 162, 'moderate': 624, 'long lasting': 969, 'eternal': 333}","{'intimate': 317, 'moderate': 1059, 'strong': 959, 'enormous': 509}","{'female': 400, 'more female': 69, 'unisex': 23, 'more male': 3, 'male': 4}","{'way overpriced': 33, 'overpriced': 115, 'ok': 216, 'good value': 60, 'great value': 10}",300
Prada L'Homme,Prada,https://fimgs.net/mdimg/perfume/375x500.39029.jpg,for men,4.36,4297,"['powdery', 'iris', 'violet', 'woody', 'fresh spicy', 'earthy', 'amber', 'aromatic', 'warm spicy', 'floral']","Prada L'Homme by Prada is a Woody Chypre fragrance for men. Prada L'Homme was launched in 2016. The nose behind this fragrance is Daniela (Roche) Andrier. Top notes are Neroli, Black Pepper, Cardamom and Carrot Seeds; middle notes are iris, Violet, Geranium and Mate; base notes are Amber, Cedar, Patchouli and Sandalwood. The house of Prada launches La Femme Prada and L'Homme Prada mid-2016. The new fragrant “pair of equals"" represents man and woman that are “reunited in an identical vision. She could be him, he could be her. She is an absolute woman, he is an absolute man. There is not an obvious definition of relationship between them. They could be lovers, friends, or even strangers. Both have multiple identities.“ L'Homme Prada is a modern scent that combines the classic Prada ingredients - amber and iris. There are also notes of neroli, geranium and patchouli. The character of the fragrance is described as airy, reserved and challenging. Available as a 50 and 100 ml Eau de Toilette. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Neroli', 'Black Pepper', 'Cardamom', 'Carrot Seeds']","['iris', 'Violet', 'Geranium', 'Mate']","['Amber', 'Cedar', 'Patchouli', 'Sandalwood']",spring,"{'very weak': 128, 'weak': 155, 'moderate': 745, 'long lasting': 1048, 'eternal': 187}","{'intimate': 387, 'moderate': 1559, 'strong': 465, 'enormous': 282}","{'female': 6, 'more female': 3, 'unisex': 107, 'more male': 260, 'male': 147}","{'way overpriced': 13, 'overpriced': 49, 'ok': 252, 'good value': 135, 'great value': 28}",300
Layton,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.39314.jpg,for women and men,4.47,3160,"['warm spicy', 'vanilla', 'fresh spicy', 'woody', 'aromatic', 'fruity', 'powdery', 'lavender', 'fresh', 'citrus']","Layton by Parfums de Marly is a Oriental Floral fragrance for women and men. Layton was launched in 2016. The nose behind this fragrance is Hamid Merati-Kashani. Top notes are Apple, Lavender, Mandarin Orange and Bergamot; middle notes are Geranium, Violet and Jasmine; base notes are Vanilla, Cardamom, Sandalwood, Pepper, Patchouli and Guaiac Wood.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Apple', 'Lavender', 'Mandarin Orange', 'Bergamot']","['Geranium', 'Violet', 'Jasmine']","['Vanilla', 'Cardamom', 'Sandalwood', 'Pepper', 'Patchouli', 'Guaiac Wood']",winter,"{'very weak': 79, 'weak': 93, 'moderate': 258, 'long lasting': 1030, 'eternal': 377}","{'intimate': 166, 'moderate': 667, 'strong': 1012, 'enormous': 451}","{'female': 7, 'more female': 2, 'unisex': 85, 'more male': 250, 'male': 136}","{'way overpriced': 60, 'overpriced': 126, 'ok': 193, 'good value': 48, 'great value': 14}",300
Grand Soir,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.40816.jpg,for women and men,4.39,2838,"['amber', 'vanilla']","Grand Soir by Maison Francis Kurkdjian is a Oriental fragrance for women and men. Grand Soir was launched in 2016. The nose behind this fragrance is Francis Kurkdjian.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Amber', 'Siam Benzoin', 'Vanilla', 'Tonka Bean', 'Spanish Labdanum']",[],winter,"{'very weak': 68, 'weak': 72, 'moderate': 158, 'long lasting': 424, 'eternal': 571}","{'intimate': 150, 'moderate': 622, 'strong': 576, 'enormous': 407}","{'female': 16, 'more female': 19, 'unisex': 227, 'more male': 101, 'male': 35}","{'way overpriced': 48, 'overpriced': 86, 'ok': 134, 'good value': 52, 'great value': 12}",600
Narciso Poudree,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.36679.jpg,for women,4.09,4731,"['white floral', 'woody', 'musky', 'aromatic', 'powdery', 'sweet', 'rose', 'vanilla', 'balsamic', 'warm spicy']","Narciso Poudree by Narciso Rodriguez is a Woody Floral Musk fragrance for women. Narciso Poudree was launched in 2016. The nose behind this fragrance is Aurelien Guichard. Top notes are Jasmine, Bulgarian Rose and Orange Blossom; middle note is Musk; base notes are Coumarin, Cedar, Vetiver and Patchouli. With Narciso Eau de Parfum (2014), Narciso Rodriguez continued with its musky scented creations in minimalistic bottles that began with the debut fragrance Narciso Rodriguez For Her (2003). In June, 2015, Narciso Eau de Toilette was presented in a square, black bottle. The collection's new fragrance for early 2016 is housed in a bottle of delicate skin color that befits the name Narciso Poudrée. This story of sensuality and seduction continues with a new chapter - velvety, powerful and delicate at the same time; warm and strong Narciso Poudrée. The goal was to create a fragrant cloud that highlights a natural and mature femininity. Powdery musk dominates the heart of the perfume, which opens with a floral combination of Bulgarian rose and white jasmine. Woody notes of vetiver, black and white cedar end the composition. The face of the perfume is Raquel Zimmermann. Narciso Poudrée is available as 30, 50 and 90 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Jasmine', 'Bulgarian Rose', 'Orange Blossom']",['Musk'],"['Coumarin', 'Cedar', 'Vetiver', 'Patchouli']",winter,"{'very weak': 83, 'weak': 126, 'moderate': 450, 'long lasting': 592, 'eternal': 233}","{'intimate': 286, 'moderate': 824, 'strong': 526, 'enormous': 420}","{'female': 208, 'more female': 19, 'unisex': 8, 'more male': 1, 'male': 2}","{'way overpriced': 3, 'overpriced': 36, 'ok': 120, 'good value': 47, 'great value': 11}",300
Chanel No 5 Parfum,Chanel,https://fimgs.net/mdimg/perfume/375x500.28711.jpg,for women,3.69,12257,"['powdery', 'woody', 'aldehydic', 'iris', 'fresh', 'white floral', 'earthy', 'musky', 'citrus', 'yellow floral']","Chanel No 5 Parfum by Chanel is a Floral Aldehyde fragrance for women. Chanel No 5 Parfum was launched in 1921. The nose behind this fragrance is Ernest Beaux. Top notes are Aldehydes, Ylang-Ylang, Neroli, Bergamot and Lemon; middle notes are iris, Jasmine, Rose, Orris Root and Lily-of-the-Valley; base notes are Civet, Amber, Sandalwood, Musk, Moss, Vetiver, Vanilla and Patchouli. The legendary Chanel No 5, which was created by Ernest Beaux in 1921 for Coco Chanel, was originally launched in three concentrations: Parfum, Eau de Toilette and Eau de Cologne. Chanel No. 5 perfume edition in perfume extract concentration, available in bottles of 7.5 ml.
Chanel N°5 is the first perfume in the floral-aldehyde group and the first by the quantity of aldehydes in its composition (another legend says that the Ernest Beaux's assistant overdosed the aldehydes in the composition by mistake). The top notes are composed of aldehydes, bergamot, lemon, neroli and ylang-ylang, the heart of jasmine, rose, lily of the valley and iris, while the base is created of vetiver, sandalwood, vanilla, amber and patchouli. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Bergamot', 'Lemon']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civet', 'Amber', 'Sandalwood', 'Musk', 'Moss', 'Vetiver', 'Vanilla', 'Patchouli']",winter,"{'very weak': 93, 'weak': 120, 'moderate': 490, 'long lasting': 823, 'eternal': 611}","{'intimate': 288, 'moderate': 907, 'strong': 727, 'enormous': 513}","{'female': 43, 'more female': 15, 'unisex': 19, 'more male': 1, 'male': 1}","{'way overpriced': 17, 'overpriced': 21, 'ok': 26, 'good value': 7, 'great value': 4}",300
Sparkling Diamond 22,Krigler,https://fimgs.net/mdimg/perfume/375x500.8165.jpg,for women,3.06,18,"['Champagne', 'sweet', 'fruity', 'coconut', 'aldehydic', 'musky', 'citrus', 'lactonic', 'powdery', 'tropical']","Sparkling Diamond 22 by Krigler is a Aromatic Fruity fragrance for women. Sparkling Diamond 22 was launched in 1922. Sparkling Diamond was created in 1922 in Monte Carlo. Its composition is based on nectar of champagne with strawberry, coconut and musk. An intense, fresh and refined perfume, it is a symbol of chic. A piece of jewelry with its crystals inside the bottle.  Available as 50 and 100 ml EDP. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Champagne', 'Big Strawberry', 'Coconut', 'Musk']",[],fall and spring,"{'very weak': 0, 'weak': 0, 'moderate': 2, 'long lasting': 2, 'eternal': 0}","{'intimate': 1, 'moderate': 4, 'strong': 4, 'enormous': 3}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",300
Crystal Noir,Versace,https://fimgs.net/mdimg/perfume/375x500.631.jpg,for women,3.88,14625,"['warm spicy', 'white floral', 'coconut', 'fresh spicy', 'lactonic', 'woody', 'powdery', 'sweet', 'aromatic', 'fresh']","Crystal Noir by Versace is a Oriental Floral fragrance for women. Crystal Noir was launched in 2004. The nose behind this fragrance is Antoine Lie. Top notes are Pepper, Ginger and Cardamom; middle notes are Coconut, Gardenia, Orange Blossom and Peony; base notes are Sandalwood, Musk and Amber. According to Donatella Versace, Crystal Noir is a rare essence, sensual and delicate. The central note of the composition is mysterious gardenia, fresh, sensual, luminous and creamy, reproduced by 'headspace' technology. Amber and musk in the base make the scent dark and mysterious, very sensual and distinct. The fragrance was created by Antoine Lie in 2004. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pepper', 'Ginger', 'Cardamom']","['Coconut', 'Gardenia', 'Orange Blossom', 'Peony']","['Sandalwood', 'Musk', 'Amber']",summer,"{'very weak': 151, 'weak': 242, 'moderate': 909, 'long lasting': 1705, 'eternal': 1100}","{'intimate': 414, 'moderate': 1345, 'strong': 1813, 'enormous': 1084}","{'female': 318, 'more female': 84, 'unisex': 61, 'more male': 3, 'male': 2}","{'way overpriced': 11, 'overpriced': 43, 'ok': 206, 'good value': 104, 'great value': 43}",300
Pure Poison,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.214.jpg,for women,4.03,11835,"['white floral', 'citrus', 'woody']","Pure Poison by Christian Dior is a Floral fragrance for women. Pure Poison was launched in 2004. Pure Poison was created by Carlos Benaim, Dominique Ropion and Olivier Polge. Top notes are Jasmine, Orange, Bergamot and Sicilian Mandarin; middle notes are Gardenia and Orange Blossom; base notes are Sandalwood, White Amber, Cedar and White Musk. Pure Poison is the newest Dior’s poison; it enchants you, and fills you with bold strength. The name reflects the fragrance. Pure Poison was created by three perfumers, three ‘noses’, three souls, so this collective product delights with complex composition and incredible harmony. At the beginning you are allured by fresh notes of bergamot and jasmine, then white flowers come in, erotic and intoxicating, while sandalwood and amber in the base give it depth. Pure Poison was made in 2004. The creators are Carlos Benaim, Dominique Ropion and Olivier Polge. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Jasmine', 'Orange', 'Bergamot', 'Sicilian Mandarin']","['Gardenia', 'Orange Blossom']","['Sandalwood', 'White Amber', 'Cedar', 'White Musk']",spring and summer,"{'very weak': 124, 'weak': 182, 'moderate': 666, 'long lasting': 1148, 'eternal': 625}","{'intimate': 305, 'moderate': 998, 'strong': 1201, 'enormous': 678}","{'female': 195, 'more female': 31, 'unisex': 17, 'more male': 1, 'male': 2}","{'way overpriced': 16, 'overpriced': 68, 'ok': 120, 'good value': 25, 'great value': 2}",300
